timestamp,fundingRate
2026-04-27 16:00:00.002,-5.856e-05
2026-04-28 00:00:00.001,-2.145e-05
2026-04-28 08:00:00.000,1.494e-05
2026-04-28 16:00:00.004,4.477e-05
2026-04-29 00:00:00.006,-4.312e-05
2026-04-29 08:00:00.011,-1.019e-05
2026-04-29 16:00:00.003,-7.685e-05
2026-04-30 00:00:00.002,-3.226e-05
2026-04-30 08:00:00.000,-8.6e-07
2026-04-30 16:00:00.000,3.051e-05
2026-05-01 00:00:00.000,-2.862e-05
2026-05-01 08:00:00.005,1.498e-05
2026-05-01 16:00:00.000,8.2e-07
2026-05-02 00:00:00.006,2.952e-05
2026-05-02 08:00:00.000,-2.51e-05
2026-05-02 16:00:00.010,1.3e-06
2026-05-03 00:00:00.005,4.3e-05
2026-05-03 08:00:00.003,-4.992e-05
2026-05-03 16:00:00.000,8.31e-05
2026-05-04 00:00:00.000,4.396e-05
2026-05-04 08:00:00.000,9.652e-05
2026-05-04 16:00:00.003,-3.28e-05
2026-05-05 00:00:00.000,-1.434e-05
2026-05-05 08:00:00.011,5.154e-05
2026-05-05 16:00:00.000,7.113e-05
2026-05-06 00:00:00.010,6.48e-05
2026-05-06 08:00:00.000,4.767e-05
2026-05-06 16:00:00.002,-9.9e-07
2026-05-07 00:00:00.000,-5.233e-05
2026-05-07 08:00:00.000,1.6e-06
2026-05-07 16:00:00.004,-5.89e-05
2026-05-08 00:00:00.003,-2.807e-05
2026-05-08 08:00:00.002,-9e-06
2026-05-08 16:00:00.003,-3.318e-05
2026-05-09 00:00:00.000,7.68e-05
2026-05-09 08:00:00.001,8.976e-05
2026-05-09 16:00:00.002,7.54e-05
2026-05-10 00:00:00.003,1.12e-05
2026-05-10 08:00:00.000,3.884e-05
2026-05-10 16:00:00.000,6.689e-05
2026-05-11 00:00:00.000,0.0001
2026-05-11 08:00:00.000,4.703e-05
2026-05-11 16:00:00.000,-1.879e-05
2026-05-12 00:00:00.002,2.41e-05
2026-05-12 08:00:00.008,2.648e-05
2026-05-12 16:00:00.000,-2.217e-05
2026-05-13 00:00:00.010,1.253e-05
2026-05-13 08:00:00.003,0.0001
2026-05-13 16:00:00.001,-5.79e-05
2026-05-14 00:00:00.005,-5.437e-05
2026-05-14 08:00:00.000,7.996e-05
2026-05-14 16:00:00.000,0.0001
2026-05-15 00:00:00.000,8.567e-05
2026-05-15 08:00:00.016,-2.987e-05
2026-05-15 16:00:00.012,-6.287e-05
2026-05-16 00:00:00.005,1.523e-05
2026-05-16 08:00:00.000,-1.694e-05
2026-05-16 16:00:00.005,-3.918e-05
2026-05-17 00:00:00.000,-7.04e-06
2026-05-17 08:00:00.010,1.073e-05
2026-05-17 16:00:00.009,-3.311e-05
2026-05-18 00:00:00.007,-6.795e-05
2026-05-18 08:00:00.002,2.7e-06
2026-05-18 16:00:00.007,-5.319e-05
2026-05-19 00:00:00.001,-1.098e-05
2026-05-19 08:00:00.001,2.219e-05
2026-05-19 16:00:00.009,-7.578e-05
