timestamp,open,high,low,close,volume
2026-03-25 05:45:00,71220.93,71244.09,71076.42,71117.66,110.57993
2026-03-25 06:00:00,71117.65,71164.17,71006.85,71076.02,146.65779
2026-03-25 06:15:00,71076.02,71260.0,71076.01,71234.41,285.53353
2026-03-25 06:30:00,71234.42,71250.0,71162.97,71201.0,222.74842
2026-03-25 06:45:00,71201.01,71229.34,70984.67,70991.83,279.81904
2026-03-25 07:00:00,70991.82,71150.32,70958.73,71142.98,99.36644
2026-03-25 07:15:00,71142.98,71150.0,71048.92,71069.56,55.44074
2026-03-25 07:30:00,71069.57,71270.11,71053.53,71056.76,147.02112
2026-03-25 07:45:00,71056.75,71084.89,70891.31,70926.88,168.89644
2026-03-25 08:00:00,70926.88,71010.92,70800.0,70811.41,212.93358
2026-03-25 08:15:00,70811.41,71250.0,70811.41,71192.19,170.02552
2026-03-25 08:30:00,71192.18,71503.94,71187.19,71478.32,635.51621
2026-03-25 08:45:00,71478.32,71478.33,71223.95,71248.39,132.35607
2026-03-25 09:00:00,71248.4,71385.72,71225.83,71334.03,208.92965
2026-03-25 09:15:00,71334.03,71404.25,71172.96,71268.2,126.95095
2026-03-25 09:30:00,71268.2,71326.0,71228.34,71263.02,107.48741
2026-03-25 09:45:00,71263.02,71415.12,71101.99,71345.91,155.05906
2026-03-25 10:00:00,71345.91,71456.76,71291.69,71420.0,137.1613
2026-03-25 10:15:00,71420.0,71482.0,71371.37,71405.92,77.53481
2026-03-25 10:30:00,71405.92,71436.31,71325.02,71436.31,87.56258
2026-03-25 10:45:00,71436.31,71641.91,71436.3,71501.39,182.96292
2026-03-25 11:00:00,71501.4,71605.0,71470.49,71599.09,105.39561
2026-03-25 11:15:00,71599.1,71931.5,71599.1,71870.28,275.01154
2026-03-25 11:30:00,71870.29,72026.09,71774.19,71813.42,499.75368
2026-03-25 11:45:00,71813.43,71813.43,71528.84,71678.97,172.87148
2026-03-25 12:00:00,71678.97,71847.28,71678.97,71750.01,105.27805
2026-03-25 12:15:00,71750.0,71750.34,71105.43,71341.68,386.15366
2026-03-25 12:30:00,71341.67,71482.0,71189.97,71369.58,142.89253
2026-03-25 12:45:00,71369.59,71955.17,71287.07,71715.24,398.59762
2026-03-25 13:00:00,71715.24,71858.48,71630.44,71708.42,242.72944
2026-03-25 13:15:00,71708.42,71711.34,71563.56,71621.96,153.15548
